gene_symbol	uniprot	tdl	tdl_priority
SPTAN1	Q13813	Tbio	3
SPTB	P11277	Tbio	3
SPTBN1	Q01082	Tbio	3
SPTBN2	O15020	Tbio	3
SPTBN4	Q9H254	Tbio	3
SPTBN5	Q9NRC6	Tbio	3
SPTLC1	O15269	Tchem	2
SPTLC2	O15270	Tchem	2
SPTLC3	Q9NUV7	Tbio	3
SPTSSA	Q969W0	Tbio	3
SPTSSB	Q8NFR3	Tdark	4
SPTY2D1	Q68D10	Tbio	3
SPTY2D1OS	A0A0U1RRN3	Tdark	4
SPX	Q9BT56	Tbio	3
SPZ1	Q9BXG8	Tbio	3
SQLE	Q14534	Tchem	2
SQOR	Q9Y6N5	Tbio	3
SQSTM1	Q13501	Tbio	3
SRA1	Q9HD15	Tbio	3
SRARP	Q8NEQ6	Tbio	3
SRBD1	Q8N5C6	Tbio	3
SRC	P12931	Tclin	1
SRCAP	Q6ZRS2	Tbio	3
SRCIN1	Q9C0H9	Tbio	3
SRD5A1	P18405	Tclin	1
SRD5A2	P31213	Tclin	1
SRD5A3	Q9H8P0	Tbio	3
SREBF1	P36956	Tbio	3
SREBF2	Q12772	Tchem	2
SREK1	Q8WXA9	Tbio	3
SREK1IP1	Q8N9Q2	Tdark	4
SRF	P11831	Tbio	3
SRFBP1	Q8NEF9	Tbio	3
SRGAP1	Q7Z6B7	Tbio	3
SRGAP2	O75044	Tbio	3
SRGAP2B	P0DMP2	Tdark	4
SRGAP2C	P0DJJ0	Tbio	3
SRGAP3	O43295	Tbio	3
SRGN	P10124	Tbio	3
SRI	P30626	Tbio	3
SRL	Q86TD4	Tdark	4
SRM	P19623	Tchem	2
SRMS	Q9H3Y6	Tchem	2
SRP14	P37108	Tbio	3
SRP19	P09132	Tbio	3
SRP54	P61011	Tbio	3
SRP68	Q9UHB9	Tbio	3
SRP72	O76094	Tbio	3
SRP9	P49458	Tbio	3
SRPK1	Q96SB4	Tchem	2
SRPK2	P78362	Tchem	2
SRPK3	Q9UPE1	Tchem	2
SRPRA	P08240	Tbio	3
SRPRB	Q9Y5M8	Tbio	3
SRPX	P78539	Tbio	3
SRPX2	O60687	Tbio	3
SRR	Q9GZT4	Tbio	3
SRRD	Q9UH36	Tbio	3
SRRM1	Q8IYB3	Tbio	3
SRRM2	Q9UQ35	Tbio	3
SRRM3	A6NNA2	Tdark	4
SRRM4	A7MD48	Tbio	3
SRRM5	B3KS81	Tdark	4
SRRT	Q9BXP5	Tbio	3
SRSF1	Q07955	Tbio	3
SRSF10	O75494	Tbio	3
SRSF11	Q05519	Tbio	3
SRSF12	Q8WXF0	Tbio	3
SRSF2	Q01130	Tbio	3
SRSF3	P84103	Tbio	3
SRSF4	Q08170	Tbio	3
SRSF5	Q13243	Tbio	3
SRSF6	Q13247	Tbio	3
SRSF7	Q16629	Tbio	3
SRSF8	Q9BRL6	Tdark	4
SRSF9	Q13242	Tbio	3
SRXN1	Q9BYN0	Tbio	3
SRY	Q05066	Tbio	3
SS18	Q15532	Tbio	3
SS18L1	O75177	Tbio	3
SS18L2	Q9UHA2	Tdark	4
SSB	P05455	Tbio	3
SSBP1	Q04837	Tbio	3
SSBP2	P81877	Tbio	3
SSBP3	Q9BWW4	Tbio	3
SSBP3-AS1	Q7Z2R9	Tdark	4
SSBP4	Q9BWG4	Tdark	4
SSC4D	Q8WTU2	Tdark	4
SSC5D	A1L4H1	Tbio	3
SSH1	Q8WYL5	Tbio	3
SSH2	Q76I76	Tbio	3
SSH3	Q8TE77	Tdark	4
SSMEM1	Q8WWF3	Tdark	4
SSNA1	O43805	Tbio	3
SSPN	Q14714	Tbio	3
SSPOP	A2VEC9	Tdark	4
SSR1	P43307	Tbio	3
SSR2	P43308	Tbio	3
SSR3	Q9UNL2	Tbio	3
SSR4	P51571	Tbio	3
SSRP1	Q08945	Tbio	3
SST	P61278	Tbio	3
SSTR1	P30872	Tclin	1
SSTR2	P30874	Tclin	1
SSTR3	P32745	Tclin	1
SSTR4	P31391	Tclin	1
SSTR5	P35346	Tclin	1
SSU72	Q9NP77	Tbio	3
SSUH2	Q9Y2M2	Tbio	3
SSX1	Q16384	Tbio	3
SSX2	Q16385	Tbio	3
SSX2B	Q16385	Tbio	3
SSX2IP	Q9Y2D8	Tbio	3
SSX3	Q99909	Tdark	4
SSX4	O60224	Tbio	3
SSX4B	O60224	Tbio	3
SSX5	O60225	Tdark	4
SSX6P	Q7RTT6	Tdark	4
SSX7	Q7RTT5	Tdark	4
SSX8P	Q7RTT4	Tdark	4
SSX9P	Q7RTT3	Tdark	4
ST13	P50502	Tbio	3
ST13P4	Q8IZP2	Tdark	4
ST13P5	Q8NFI4	Tdark	4
ST14	Q9Y5Y6	Tchem	2
ST18	O60284	Tbio	3
ST20	Q9HBF5	Tbio	3
ST20-AS1	Q8NBB2	Tdark	4
ST3GAL1	Q11201	Tchem	2
ST3GAL2	Q16842	Tbio	3
ST3GAL3	Q11203	Tbio	3
ST3GAL4	Q11206	Tbio	3
ST3GAL5	Q9UNP4	Tbio	3
ST3GAL6	Q9Y274	Tbio	3
ST6GAL1	P15907	Tchem	2
ST6GAL2	Q96JF0	Tbio	3
ST6GALNAC1	Q9NSC7	Tbio	3
ST6GALNAC2	Q9UJ37	Tbio	3
ST6GALNAC3	Q8NDV1	Tbio	3
ST6GALNAC4	Q9H4F1	Tbio	3
ST6GALNAC5	Q9BVH7	Tbio	3
ST6GALNAC6	Q969X2	Tbio	3
ST7	Q9NRC1	Tbio	3
ST7L	Q8TDW4	Tbio	3
ST8SIA1	Q92185	Tbio	3
ST8SIA2	Q92186	Tbio	3
ST8SIA3	O43173	Tbio	3
ST8SIA4	Q92187	Tbio	3
ST8SIA5	O15466	Tdark	4
ST8SIA6	P61647	Tbio	3
STAB1	Q9NY15	Tbio	3
STAB2	Q8WWQ8	Tbio	3
STAC	Q99469	Tbio	3
STAC2	Q6ZMT1	Tdark	4
STAC3	Q96MF2	Tbio	3
STAG1	Q8WVM7	Tbio	3
STAG2	Q8N3U4	Tbio	3
STAG3	Q9UJ98	Tbio	3
STAG3L1	P0CL83	Tdark	4
STAG3L2	P0CL84	Tdark	4
STAG3L3	P0CL85	Tdark	4
STAG3L4	Q8TBR4	Tdark	4
STAM	Q92783	Tbio	3
STAM2	O75886	Tbio	3
STAMBP	O95630	Tbio	3
STAMBPL1	Q96FJ0	Tbio	3
STAP1	Q9ULZ2	Tbio	3
STAP2	Q9UGK3	Tbio	3
STAR	P49675	Tbio	3
STARD10	Q9Y365	Tbio	3
STARD13	Q9Y3M8	Tbio	3
STARD3	Q14849	Tbio	3
STARD3NL	O95772	Tbio	3
STARD4	Q96DR4	Tbio	3
STARD5	Q9NSY2	Tbio	3
STARD6	P59095	Tbio	3
STARD7	Q9NQZ5	Tbio	3
STARD8	Q92502	Tbio	3
STARD9	Q9P2P6	Tbio	3
STAT1	P42224	Tchem	2
STAT2	P52630	Tbio	3
STAT3	P40763	Tchem	2
STAT4	Q14765	Tbio	3
STAT5A	P42229	Tchem	2
STAT5B	P51692	Tchem	2
STAT6	P42226	Tchem	2
STATH	P02808	Tbio	3
STAU1	O95793	Tbio	3
STAU2	Q9NUL3	Tbio	3
STBD1	O95210	Tbio	3
STC1	P52823	Tbio	3
STC2	O76061	Tbio	3
STEAP1	Q9UHE8	Tbio	3
STEAP1B	Q6NZ63	Tdark	4
STEAP2	Q8NFT2	Tbio	3
STEAP3	Q658P3	Tbio	3
STEAP4	Q687X5	Tbio	3
STEEP1	Q9H5V9	Tdark	4
STH	Q8IWL8	Tbio	3
STIL	Q15468	Tbio	3
STIM1	Q13586	Tbio	3
STIM2	Q9P246	Tbio	3
STIMATE	Q86TL2	Tbio	3
STING1	Q86WV6	Tchem	2
STIP1	P31948	Tbio	3
STK10	O94804	Tchem	2
STK11	Q15831	Tchem	2
STK11IP	Q8N1F8	Tdark	4
STK16	O75716	Tchem	2
STK17A	Q9UEE5	Tchem	2
STK17B	O94768	Tchem	2
STK19	P49842	Tbio	3
STK24	Q9Y6E0	Tchem	2
STK25	O00506	Tchem	2
STK26	Q9P289	Tchem	2
STK3	Q13188	Tchem	2
STK31	Q9BXU1	Tchem	2
STK32A	Q8WU08	Tchem	2
STK32B	Q9NY57	Tchem	2
STK32C	Q86UX6	Tbio	3
STK33	Q9BYT3	Tchem	2
STK35	Q8TDR2	Tchem	2
STK36	Q9NRP7	Tdark	4
STK38	Q15208	Tbio	3
STK38L	Q9Y2H1	Tchem	2
STK39	Q9UEW8	Tbio	3
STK4	Q13043	Tchem	2
STK40	Q8N2I9	Tbio	3
STKLD1	Q8NE28	Tdark	4
STMN1	P16949	Tbio	3
STMN2	Q93045	Tbio	3
STMN3	Q9NZ72	Tbio	3
STMN4	Q9H169	Tbio	3
STMND1	H3BQB6	Tdark	4
STMP1	E0CX11	Tdark	4
STN1	Q9H668	Tbio	3
STOM	P27105	Tbio	3
STOML1	Q9UBI4	Tbio	3
STOML2	Q9UJZ1	Tbio	3
STOML3	Q8TAV4	Tbio	3
STON1	Q9Y6Q2	Tbio	3
STON2	Q8WXE9	Tbio	3
STOX1	Q6ZVD7	Tbio	3
STOX2	Q9P2F5	Tbio	3
STPG1	Q5TH74	Tbio	3
STPG2	Q8N412	Tdark	4
STPG3	Q8N7X2	Tdark	4
STPG4	Q8N801	Tdark	4
STRA6	Q9BX79	Tbio	3
STRA8	Q7Z7C7	Tbio	3
STRADA	Q7RTN6	Tbio	3
STRADB	Q9C0K7	Tbio	3
STRAP	Q9Y3F4	Tbio	3
STRBP	Q96SI9	Tbio	3
STRC	Q7RTU9	Tbio	3
STRCP1	A6NGW2	Tdark	4
STRIP1	Q5VSL9	Tbio	3
STRIP2	Q9ULQ0	Tbio	3
STRIT1	P0DN84	Tdark	4
STRN	O43815	Tbio	3
STRN3	Q13033	Tbio	3
STRN4	Q9NRL3	Tbio	3
STS	P08842	Tchem	2
STT3A	P46977	Tbio	3
STT3B	Q8TCJ2	Tbio	3
STUB1	Q9UNE7	Tbio	3
STUM	Q69YW2	Tdark	4
STX10	O60499	Tbio	3
STX11	O75558	Tbio	3
STX12	Q86Y82	Tbio	3
STX16	O14662	Tbio	3
STX17	P56962	Tbio	3
STX18	Q9P2W9	Tbio	3
STX19	Q8N4C7	Tdark	4
STX1A	Q16623	Tbio	3
STX1B	P61266	Tbio	3
STX2	P32856	Tbio	3
STX3	Q13277	Tbio	3
STX4	Q12846	Tbio	3
STX5	Q13190	Tbio	3
STX6	O43752	Tbio	3
STX7	O15400	Tbio	3
STX8	Q9UNK0	Tbio	3
STXBP1	P61764	Tbio	3
STXBP2	Q15833	Tbio	3
STXBP3	O00186	Tbio	3
STXBP4	Q6ZWJ1	Tbio	3
STXBP5	Q5T5C0	Tbio	3
STXBP5L	Q9Y2K9	Tbio	3
STXBP6	Q8NFX7	Tbio	3
STYK1	Q6J9G0	Tbio	3
STYX	Q8WUJ0	Tbio	3
STYXL1	Q9Y6J8	Tbio	3
STYXL2	Q5VZP5	Tdark	4
SUB1	P53999	Tbio	3
SUCLA2	Q9P2R7	Tbio	3
SUCLG1	P53597	Tbio	3
SUCLG2	Q96I99	Tbio	3
SUCNR1	Q9BXA5	Tchem	2
SUCO	Q9UBS9	Tdark	4
SUDS3	Q9H7L9	Tbio	3
SUFU	Q9UMX1	Tbio	3
SUGCT	Q9HAC7	Tbio	3
SUGP1	Q8IWZ8	Tbio	3
SUGP2	Q8IX01	Tdark	4
SUGT1	Q9Y2Z0	Tbio	3
SULF1	Q8IWU6	Tbio	3
SULF2	Q8IWU5	Tbio	3
SULT1A1	P50225	Tbio	3
SULT1A2	P50226	Tbio	3
SULT1A3	P0DMM9	Tbio	3
SULT1A4	P0DMN0	Tdark	4
SULT1B1	O43704	Tbio	3
SULT1C2	O00338	Tbio	3
SULT1C3	Q6IMI6	Tbio	3
SULT1C4	O75897	Tbio	3
SULT1E1	P49888	Tchem	2
SULT2A1	Q06520	Tbio	3
SULT2B1	O00204	Tbio	3
SULT4A1	Q9BR01	Tbio	3
SULT6B1	Q6IMI4	Tdark	4
SUMF1	Q8NBK3	Tbio	3
SUMF2	Q8NBJ7	Tbio	3
SUMO1	P63165	Tbio	3
SUMO1P1	G2XKQ0	Tbio	3
SUMO2	P61956	Tbio	3
SUMO3	P55854	Tbio	3
SUMO4	Q6EEV6	Tbio	3
SUN1	O94901	Tbio	3
SUN2	Q9UH99	Tbio	3
SUN3	Q8TAQ9	Tdark	4
SUN5	Q8TC36	Tbio	3
SUOX	P51687	Tbio	3
SUPT16H	Q9Y5B9	Tbio	3
SUPT20H	Q8NEM7	Tbio	3
SUPT20HL1	Q3ZLR7	Tdark	4
SUPT20HL2	P0C7V6	Tdark	4
SUPT3H	O75486	Tbio	3
SUPT4H1	P63272	Tbio	3
SUPT5H	O00267	Tbio	3
SUPT6H	Q7KZ85	Tbio	3
SUPT7L	O94864	Tdark	4
SUPV3L1	Q8IYB8	Tbio	3
SURF1	Q15526	Tbio	3
SURF2	Q15527	Tdark	4
SURF4	O15260	Tbio	3
SURF6	O75683	Tbio	3
SUSD1	Q6UWL2	Tdark	4
SUSD2	Q9UGT4	Tbio	3
SUSD3	Q96L08	Tdark	4
SUSD4	Q5VX71	Tbio	3
SUSD5	O60279	Tdark	4
SUSD6	Q92537	Tbio	3
SUV39H1	O43463	Tchem	2
SUV39H2	Q9H5I1	Tbio	3
SUZ12	Q15022	Tbio	3
SV2A	Q7L0J3	Tclin	1
SV2B	Q7L1I2	Tbio	3
SV2C	Q496J9	Tbio	3
SVBP	Q8N300	Tdark	4
SVEP1	Q4LDE5	Tbio	3
SVIL	O95425	Tbio	3
SVIP	Q8NHG7	Tbio	3
SVOP	Q8N4V2	Tdark	4
SVOPL	Q8N434	Tdark	4
SWAP70	Q9UH65	Tbio	3
SWI5	Q1ZZU3	Tdark	4
SWSAP1	Q6NVH7	Tbio	3
SWT1	Q5T5J6	Tbio	3
SYAP1	Q96A49	Tbio	3
SYBU	Q9NX95	Tbio	3
SYCE1	Q8N0S2	Tbio	3
SYCE1L	A8MT33	Tdark	4
SYCE2	Q6PIF2	Tdark	4
SYCE3	A1L190	Tdark	4
SYCN	Q0VAF6	Tbio	3
SYCP1	Q15431	Tbio	3
SYCP2	Q9BX26	Tbio	3
SYCP2L	Q5T4T6	Tdark	4
SYCP3	Q8IZU3	Tbio	3
SYDE1	Q6ZW31	Tbio	3
SYDE2	Q5VT97	Tdark	4
SYF2	O95926	Tbio	3
SYK	P43405	Tchem	2
SYMPK	Q92797	Tbio	3
SYN1	P17600	Tbio	3
SYN2	Q92777	Tbio	3
SYN3	O14994	Tbio	3
SYNC	Q9H7C4	Tbio	3
SYNCRIP	O60506	Tbio	3
SYNDIG1	Q9H7V2	Tdark	4
SYNDIG1L	A6NDD5	Tdark	4
SYNE1	Q8NF91	Tbio	3
SYNE2	Q8WXH0	Tbio	3
SYNE3	Q6ZMZ3	Tbio	3
SYNE4	Q8N205	Tdark	4
SYNGAP1	Q96PV0	Tbio	3
SYNGR1	O43759	Tbio	3
SYNGR2	O43760	Tbio	3
SYNGR3	O43761	Tdark	4
SYNGR4	O95473	Tdark	4
SYNJ1	O43426	Tbio	3
SYNJ2	O15056	Tbio	3
SYNJ2BP	P57105	Tbio	3
SYNM	O15061	Tbio	3
SYNPO	Q8N3V7	Tbio	3
SYNPO2	Q9UMS6	Tbio	3
SYNPO2L	Q9H987	Tdark	4
SYNPR	Q8TBG9	Tbio	3
SYNRG	Q9UMZ2	Tdark	4
SYP	P08247	Tbio	3
SYPL1	Q16563	Tbio	3
SYPL2	Q5VXT5	Tdark	4
SYS1	Q8N2H4	Tbio	3
SYT1	P21579	Tbio	3
SYT10	Q6XYQ8	Tbio	3
SYT11	Q9BT88	Tbio	3
SYT12	Q8IV01	Tbio	3
SYT13	Q7L8C5	Tbio	3
SYT14	Q8NB59	Tbio	3
SYT14P1	Q58G82	Tbio	3
SYT15	Q9BQS2	Tdark	4
SYT16	Q17RD7	Tbio	3
SYT17	Q9BSW7	Tbio	3
SYT2	Q8N9I0	Tbio	3
SYT3	Q9BQG1	Tbio	3
SYT4	Q9H2B2	Tbio	3
SYT5	O00445	Tbio	3
SYT6	Q5T7P8	Tbio	3
SYT7	O43581	Tbio	3
SYT8	Q8NBV8	Tbio	3
SYT9	Q86SS6	Tbio	3
SYTL1	Q8IYJ3	Tbio	3
SYTL2	Q9HCH5	Tbio	3
SYTL3	Q4VX76	Tbio	3
SYTL4	Q96C24	Tbio	3
SYTL5	Q8TDW5	Tdark	4
SYVN1	Q86TM6	Tbio	3
SZRD1	Q7Z422	Tdark	4
SZT2	Q5T011	Tbio	3
TAAR1	Q96RJ0	Tclin	1
TAAR2	Q9P1P5	Tbio	3
TAAR3P	Q9P1P4	Tdark	4
TAAR5	O14804	Tchem	2
TAAR6	Q96RI8	Tbio	3
TAAR8	Q969N4	Tbio	3
TAAR9	Q96RI9	Tbio	3
TAB1	Q15750	Tchem	2
TAB2	Q9NYJ8	Tbio	3
TAB3	Q8N5C8	Tbio	3
TAC1	P20366	Tbio	3
TAC3	Q9UHF0	Tchem	2
TAC4	Q86UU9	Tbio	3
TACC1	O75410	Tbio	3
TACC2	O95359	Tbio	3
TACC3	Q9Y6A5	Tbio	3
TACO1	Q9BSH4	Tbio	3
TACR1	P25103	Tclin	1
TACR2	P21452	Tchem	2
TACR3	P29371	Tchem	2
TACSTD2	P09758	Tbio	3
TADA1	Q96BN2	Tdark	4
TADA2A	O75478	Tbio	3
TADA2B	Q86TJ2	Tbio	3
TADA3	O75528	Tbio	3
TAF1	P21675	Tchem	2
TAF10	Q12962	Tbio	3
TAF11	Q15544	Tbio	3
TAF12	Q16514	Tbio	3
TAF13	Q15543	Tbio	3
TAF15	Q92804	Tbio	3
TAF1A	Q15573	Tbio	3
TAF1B	Q53T94	Tbio	3
TAF1C	Q15572	Tbio	3
TAF1D	Q9H5J8	Tdark	4
TAF1L	Q8IZX4	Tchem	2
TAF2	Q6P1X5	Tbio	3
TAF3	Q5VWG9	Tbio	3
TAF4	O00268	Tbio	3
TAF4B	Q92750	Tbio	3
TAF5	Q15542	Tbio	3
TAF5L	O75529	Tbio	3
TAF6	P49848	Tbio	3
TAF6L	Q9Y6J9	Tdark	4
TAF7	Q15545	Tbio	3
TAF7L	Q5H9L4	Tbio	3
TAF8	Q7Z7C8	Tbio	3
TAF9	Q16594	Tbio	3
TAF9B	Q9HBM6	Tbio	3
TAFA1	Q7Z5A9	Tdark	4
TAFA2	Q8N3H0	Tdark	4
TAFA3	Q7Z5A8	Tdark	4
TAFA4	Q96LR4	Tbio	3
TAFA5	Q7Z5A7	Tdark	4
TAGAP	Q8N103	Tbio	3
TAGLN	Q01995	Tbio	3
TAGLN2	P37802	Tbio	3
TAGLN3	Q9UI15	Tbio	3
TAL1	P17542	Tbio	3
TAL2	Q16559	Tbio	3
TALDO1	P37837	Tbio	3
TAMALIN	Q7Z6J2	Tbio	3
TAMM41	Q96BW9	Tbio	3
TANC1	Q9C0D5	Tdark	4
TANC2	Q9HCD6	Tdark	4
TANGO2	Q6ICL3	Tbio	3
TANGO6	Q9C0B7	Tdark	4
TANK	Q92844	Tbio	3
TAOK1	Q7L7X3	Tchem	2
TAOK2	Q9UL54	Tchem	2
TAOK3	Q9H2K8	Tchem	2
TAP1	Q03518	Tbio	3
TAP2	Q03519	Tbio	3
TAPBP	O15533	Tbio	3
TAPBPL	Q9BX59	Tbio	3
TAPT1	Q6NXT6	Tdark	4
TARBP1	Q13395	Tbio	3
TARBP2	Q15633	Tbio	3
TARDBP	Q13148	Tbio	3
TARM1	B6A8C7	Tbio	3
TARS1	P26639	Tchem	2
TARS2	Q9BW92	Tbio	3
TARS3	A2RTX5	Tbio	3
TAS1R1	Q7RTX1	Tbio	3
TAS1R2	Q8TE23	Tbio	3
TAS1R3	Q7RTX0	Tbio	3
TAS2R1	Q9NYW7	Tbio	3
TAS2R10	Q9NYW0	Tbio	3
TAS2R13	Q9NYV9	Tbio	3
TAS2R14	Q9NYV8	Tchem	2
TAS2R16	Q9NYV7	Tbio	3
TAS2R19	P59542	Tdark	4
TAS2R20	P59543	Tdark	4
TAS2R3	Q9NYW6	Tbio	3
TAS2R30	P59541	Tbio	3
TAS2R31	P59538	Tchem	2
TAS2R38	P59533	Tbio	3
TAS2R39	P59534	Tbio	3
TAS2R4	Q9NYW5	Tbio	3
TAS2R40	P59535	Tbio	3
TAS2R41	P59536	Tdark	4
TAS2R42	Q7RTR8	Tdark	4
TAS2R43	P59537	Tbio	3
TAS2R45	P59539	Tdark	4
TAS2R46	P59540	Tbio	3
TAS2R5	Q9NYW4	Tbio	3
TAS2R50	P59544	Tbio	3
TAS2R60	P59551	Tdark	4
TAS2R7	Q9NYW3	Tbio	3
TAS2R8	Q9NYW2	Tchem	2
TAS2R9	Q9NYW1	Tdark	4
TASL	Q9HAI6	Tdark	4
TASOR	Q9UK61	Tdark	4
TASOR2	Q5VWN6	Tdark	4
TASP1	Q9H6P5	Tchem	2
TAT	P17735	Tbio	3
TATDN1	Q6P1N9	Tdark	4
TATDN2	Q93075	Tdark	4
TATDN3	Q17R31	Tdark	4
TAX1BP1	Q86VP1	Tbio	3
TAX1BP3	O14907	Tbio	3
TAZ	Q16635	Tbio	3
TBATA	Q96M53	Tbio	3
TBC1D1	Q86TI0	Tbio	3
TBC1D10A	Q9BXI6	Tbio	3
TBC1D10B	Q4KMP7	Tbio	3
TBC1D10C	Q8IV04	Tbio	3
TBC1D12	O60347	Tdark	4
TBC1D13	Q9NVG8	Tdark	4
TBC1D14	Q9P2M4	Tbio	3
TBC1D15	Q8TC07	Tbio	3
TBC1D16	Q8TBP0	Tbio	3
TBC1D17	Q9HA65	Tdark	4
TBC1D19	Q8N5T2	Tdark	4
TBC1D2	Q9BYX2	Tbio	3
TBC1D20	Q96BZ9	Tbio	3
TBC1D21	Q8IYX1	Tdark	4
TBC1D22A	Q8WUA7	Tbio	3
TBC1D22B	Q9NU19	Tbio	3
TBC1D23	Q9NUY8	Tbio	3
TBC1D24	Q9ULP9	Tbio	3
TBC1D25	Q3MII6	Tbio	3
TBC1D26	Q86UD7	Tdark	4
TBC1D28	Q2M2D7	Tdark	4
TBC1D29P	Q9UFV1	Tdark	4
TBC1D2B	Q9UPU7	Tdark	4
TBC1D3	Q8IZP1	Tdark	4
TBC1D30	Q9Y2I9	Tbio	3
TBC1D31	Q96DN5	Tdark	4
TBC1D32	Q96NH3	Tbio	3
TBC1D3B	A6NDS4	Tdark	4
TBC1D3C	Q6IPX1	Tdark	4
TBC1D3D	A0A087WVF3	Tdark	4
TBC1D3E	A0A087X179	Tdark	4
TBC1D3F	A6NER0	Tdark	4
TBC1D3G	Q6DHY5	Tdark	4
TBC1D3H	P0C7X1	Tdark	4
TBC1D3I	A0A087WXS9	Tdark	4
TBC1D3K	A0A087X1G2	Tdark	4
TBC1D3L	B9A6J9	Tdark	4
TBC1D4	O60343	Tbio	3
TBC1D5	Q92609	Tbio	3
TBC1D7	Q9P0N9	Tbio	3
TBC1D8	O95759	Tdark	4
TBC1D8B	Q0IIM8	Tdark	4
TBC1D9	Q6ZT07	Tbio	3
TBC1D9B	Q66K14	Tdark	4
TBCA	O75347	Tbio	3
TBCB	Q99426	Tbio	3
TBCC	Q15814	Tbio	3
TBCCD1	Q9NVR7	Tbio	3
TBCD	Q9BTW9	Tbio	3
TBCE	Q15813	Tbio	3
TBCEL	Q5QJ74	Tdark	4
TBCK	Q8TEA7	Tbio	3
TBK1	Q9UHD2	Tchem	2
TBKBP1	A7MCY6	Tbio	3
TBL1X	O60907	Tbio	3
TBL1XR1	Q9BZK7	Tbio	3
TBL1Y	Q9BQ87	Tbio	3
TBL2	Q9Y4P3	Tbio	3
TBL3	Q12788	Tdark	4
TBP	P20226	Tbio	3
TBPL1	P62380	Tbio	3
TBPL2	Q6SJ96	Tbio	3
TBR1	Q16650	Tbio	3
TBRG1	Q3YBR2	Tbio	3
TBRG4	Q969Z0	Tbio	3
TBX1	O43435	Tbio	3
TBX10	O75333	Tbio	3
TBX15	Q96SF7	Tbio	3
TBX18	O95935	Tbio	3
TBX19	O60806	Tbio	3
TBX2	Q13207	Tbio	3
TBX20	Q9UMR3	Tbio	3
TBX21	Q9UL17	Tbio	3
TBX22	Q9Y458	Tbio	3
TBX3	O15119	Tbio	3
TBX4	P57082	Tbio	3
TBX5	Q99593	Tbio	3
TBX6	O95947	Tbio	3
TBXA2R	P21731	Tclin	1
TBXAS1	P24557	Tchem	2
TBXT	O15178	Tbio	3
TC2N	Q8N9U0	Tdark	4
TCAF1	Q9Y4C2	Tbio	3
TCAF2	A6NFQ2	Tbio	3
TCAIM	Q8N3R3	Tbio	3
TCAP	O15273	Tbio	3
TCEA1	P23193	Tbio	3
TCEA2	Q15560	Tbio	3
TCEA3	O75764	Tbio	3
TCEAL1	Q15170	Tbio	3
TCEAL2	Q9H3H9	Tdark	4
TCEAL3	Q969E4	Tdark	4
TCEAL4	Q96EI5	Tdark	4
TCEAL5	Q5H9L2	Tdark	4
TCEAL6	Q6IPX3	Tdark	4
TCEAL7	Q9BRU2	Tbio	3
TCEAL8	Q8IYN2	Tdark	4
TCEAL9	Q9UHQ7	Tdark	4
TCEANC	Q8N8B7	Tdark	4
TCEANC2	Q96MN5	Tdark	4
TCERG1	O14776	Tbio	3
TCERG1L	Q5VWI1	Tbio	3
TCF12	Q99081	Tbio	3
TCF15	Q12870	Tbio	3
TCF19	Q9Y242	Tbio	3
TCF20	Q9UGU0	Tbio	3
TCF21	O43680	Tbio	3
TCF23	Q7RTU1	Tbio	3
TCF24	Q7RTU0	Tdark	4
TCF25	Q9BQ70	Tbio	3
TCF3	P15923	Tbio	3
TCF4	P15884	Tbio	3
TCF7	P36402	Tbio	3
TCF7L1	Q9HCS4	Tbio	3
TCF7L2	Q9NQB0	Tbio	3
TCFL5	Q9UL49	Tbio	3
TCHH	Q07283	Tbio	3
TCHHL1	Q5QJ38	Tbio	3
TCHP	Q9BT92	Tbio	3
TCIM	Q9NR00	Tbio	3
TCIRG1	Q13488	Tbio	3
TCL1A	P56279	Tbio	3
TCL1B	O95988	Tbio	3
TCN1	P20061	Tbio	3
TCN2	P20062	Tbio	3
TCOF1	Q13428	Tbio	3
TCP1	P17987	Tbio	3
TCP10L	Q8TDR4	Tbio	3
TCP11	Q8WWU5	Tbio	3
TCP11L1	Q9NUJ3	Tdark	4
TCP11L2	Q8N4U5	Tdark	4
TCP11X1	B4DZS4	Tdark	4
TCP11X2	Q5H9J9	Tdark	4
TCTA	P57738	Tbio	3
TCTE1	Q5JU00	Tbio	3
TCTN1	Q2MV58	Tbio	3
TCTN2	Q96GX1	Tdark	4
TCTN3	Q6NUS6	Tdark	4
TDG	Q13569	Tbio	3
TDGF1	P13385	Tbio	3
TDGF1P3	P51864	Tdark	4
TDH	Q8IZJ6	Tdark	4
TDO2	P48775	Tchem	2
TDP1	Q9NUW8	Tchem	2
TDP2	O95551	Tchem	2
TDRD1	Q9BXT4	Tbio	3
TDRD10	Q5VZ19	Tdark	4
TDRD12	Q587J7	Tdark	4
TDRD15	B5MCY1	Tdark	4
TDRD3	Q9H7E2	Tbio	3
TDRD5	Q8NAT2	Tdark	4
TDRD6	O60522	Tdark	4
TDRD7	Q8NHU6	Tbio	3
TDRD9	Q8NDG6	Tbio	3
TDRG1	Q3Y452	Tdark	4
TDRKH	Q9Y2W6	Tdark	4
TDRP	Q86YL5	Tbio	3
TEAD1	P28347	Tbio	3
TEAD2	Q15562	Tbio	3
TEAD3	Q99594	Tbio	3
TEAD4	Q15561	Tbio	3
TEC	P42680	Tchem	2
TECPR1	Q7Z6L1	Tbio	3
TECPR2	O15040	Tbio	3
