gene_symbol	uniprot	tdl	tdl_priority
MYB	P10242	Tbio	3
MYBBP1A	Q9BQG0	Tbio	3
MYBL1	P10243	Tbio	3
MYBL2	P10244	Tbio	3
MYBPC1	Q00872	Tbio	3
MYBPC2	Q14324	Tbio	3
MYBPC3	Q14896	Tbio	3
MYBPH	Q13203	Tbio	3
MYBPHL	A2RUH7	Tdark	4
MYC	P01106	Tbio	3
MYCBP	Q99417	Tbio	3
MYCBP2	O75592	Tbio	3
MYCBPAP	Q8TBZ2	Tbio	3
MYCL	P12524	Tbio	3
MYCLP1	P12525	Tdark	4
MYCN	P04198	Tbio	3
MYCNOS	P40205	Tdark	4
MYCT1	Q8N699	Tbio	3
MYD88	Q99836	Tbio	3
MYDGF	Q969H8	Tbio	3
MYEF2	Q9P2K5	Tdark	4
MYEOV	Q96EZ4	Tbio	3
MYF5	P13349	Tbio	3
MYF6	P23409	Tbio	3
MYG1	Q9HB07	Tbio	3
MYH1	P12882	Tbio	3
MYH10	P35580	Tbio	3
MYH11	P35749	Tbio	3
MYH13	Q9UKX3	Tbio	3
MYH14	Q7Z406	Tbio	3
MYH15	Q9Y2K3	Tbio	3
MYH16	Q9H6N6	Tdark	4
MYH2	Q9UKX2	Tbio	3
MYH3	P11055	Tbio	3
MYH4	Q9Y623	Tbio	3
MYH6	P13533	Tbio	3
MYH7	P12883	Tbio	3
MYH7B	A7E2Y1	Tbio	3
MYH8	P13535	Tbio	3
MYH9	P35579	Tbio	3
MYL1	P05976	Tbio	3
MYL10	Q9BUA6	Tdark	4
MYL12A	P19105	Tbio	3
MYL12B	O14950	Tbio	3
MYL2	P10916	Tbio	3
MYL3	P08590	Tbio	3
MYL4	P12829	Tbio	3
MYL5	Q02045	Tbio	3
MYL6	P60660	Tbio	3
MYL6B	P14649	Tbio	3
MYL7	Q01449	Tbio	3
MYL9	P24844	Tbio	3
MYLIP	Q8WY64	Tbio	3
MYLK	Q15746	Tchem	2
MYLK2	Q9H1R3	Tchem	2
MYLK3	Q32MK0	Tchem	2
MYLK4	Q86YV6	Tchem	2
MYLPF	Q96A32	Tbio	3
MYMK	A6NI61	Tdark	4
MYMX	A0A1B0GTQ4	Tdark	4
MYNN	Q9NPC7	Tbio	3
MYO10	Q9HD67	Tbio	3
MYO15A	Q9UKN7	Tbio	3
MYO15B	Q96JP2	Tdark	4
MYO16	Q9Y6X6	Tbio	3
MYO18A	Q92614	Tbio	3
MYO18B	Q8IUG5	Tbio	3
MYO19	Q96H55	Tbio	3
MYO1A	Q9UBC5	Tbio	3
MYO1B	O43795	Tbio	3
MYO1C	O00159	Tbio	3
MYO1D	O94832	Tbio	3
MYO1E	Q12965	Tbio	3
MYO1F	O00160	Tbio	3
MYO1G	B0I1T2	Tbio	3
MYO1H	Q8N1T3	Tdark	4
MYO3A	Q8NEV4	Tchem	2
MYO3B	Q8WXR4	Tbio	3
MYO5A	Q9Y4I1	Tbio	3
MYO5B	Q9ULV0	Tbio	3
MYO5C	Q9NQX4	Tbio	3
MYO6	Q9UM54	Tbio	3
MYO7A	Q13402	Tbio	3
MYO7B	Q6PIF6	Tbio	3
MYO9A	B2RTY4	Tbio	3
MYO9B	Q13459	Tbio	3
MYOC	Q99972	Tbio	3
MYOCD	Q8IZQ8	Tbio	3
MYOCOS	A0A1B0GUC4	Tdark	4
MYOD1	P15172	Tbio	3
MYOF	Q9NZM1	Tbio	3
MYOG	P15173	Tbio	3
MYOM1	P52179	Tbio	3
MYOM2	P54296	Tbio	3
MYOM3	Q5VTT5	Tdark	4
MYORG	Q6NSJ0	Tbio	3
MYOT	Q9UBF9	Tbio	3
MYOZ1	Q9NP98	Tbio	3
MYOZ2	Q9NPC6	Tbio	3
MYOZ3	Q8TDC0	Tdark	4
MYPN	Q86TC9	Tbio	3
MYPOP	Q86VE0	Tdark	4
MYRF	Q9Y2G1	Tbio	3
MYRFL	Q96LU7	Tdark	4
MYRIP	Q8NFW9	Tbio	3
MYSM1	Q5VVJ2	Tbio	3
MYT1	Q01538	Tchem	2
MYT1L	Q9UL68	Tbio	3
MYZAP	P0CAP1	Tdark	4
MZB1	Q8WU39	Tbio	3
MZF1	P28698	Tbio	3
MZT1	Q08AG7	Tdark	4
MZT2A	Q6P582	Tdark	4
MZT2B	Q6NZ67	Tdark	4
N4BP1	O75113	Tbio	3
N4BP2	Q86UW6	Tbio	3
N4BP2L1	Q5TBK1	Tdark	4
N4BP2L2	Q92802	Tbio	3
N4BP3	O15049	Tdark	4
N6AMT1	Q9Y5N5	Tbio	3
NAA10	P41227	Tbio	3
NAA11	Q9BSU3	Tbio	3
NAA15	Q9BXJ9	Tbio	3
NAA16	Q6N069	Tbio	3
NAA20	P61599	Tbio	3
NAA25	Q14CX7	Tbio	3
NAA30	Q147X3	Tbio	3
NAA35	Q5VZE5	Tbio	3
NAA38	Q9BRA0	Tdark	4
NAA40	Q86UY6	Tbio	3
NAA50	Q9GZZ1	Tbio	3
NAA60	Q9H7X0	Tbio	3
NAA80	Q93015	Tbio	3
NAAA	Q02083	Tchem	2
NAALAD2	Q9Y3Q0	Tchem	2
NAALADL1	Q9UQQ1	Tbio	3
NAALADL2	Q58DX5	Tbio	3
NAB1	Q13506	Tbio	3
NAB2	Q15742	Tbio	3
NABP1	Q96AH0	Tbio	3
NABP2	Q9BQ15	Tbio	3
NACA	E9PAV3	Tbio	3
NACA2	Q9H009	Tdark	4
NACA4P	Q9BZK3	Tdark	4
NACAD	O15069	Tbio	3
NACC1	Q96RE7	Tbio	3
NACC2	Q96BF6	Tbio	3
NADK	O95544	Tbio	3
NADK2	Q4G0N4	Tbio	3
NADSYN1	Q6IA69	Tbio	3
NAE1	Q13564	Tchem	2
NAF1	Q96HR8	Tbio	3
NAGA	P17050	Tbio	3
NAGK	Q9UJ70	Tbio	3
NAGLU	P54802	Tbio	3
NAGPA	Q9UK23	Tbio	3
NAGS	Q8N159	Tbio	3
NAIF1	Q69YI7	Tbio	3
NAIP	Q13075	Tbio	3
NALCN	Q8IZF0	Tchem	2
NAMPT	P43490	Tchem	2
NANOG	Q9H9S0	Tbio	3
NANOGNB	Q7Z5D8	Tdark	4
NANOGP1	Q8N7R0	Tdark	4
NANOGP8	Q6NSW7	Tdark	4
NANOS1	Q8WY41	Tbio	3
NANOS2	P60321	Tbio	3
NANOS3	P60323	Tbio	3
NANP	Q8TBE9	Tbio	3
NANS	Q9NR45	Tbio	3
NAP1L1	P55209	Tbio	3
NAP1L2	Q9ULW6	Tbio	3
NAP1L3	Q99457	Tbio	3
NAP1L4	Q99733	Tbio	3
NAP1L5	Q96NT1	Tbio	3
NAP1L6P	A6NFF2	Tdark	4
NAPA	P54920	Tbio	3
NAPB	Q9H115	Tbio	3
NAPEPLD	Q6IQ20	Tbio	3
NAPG	Q99747	Tbio	3
NAPRT	Q6XQN6	Tbio	3
NAPSA	O96009	Tbio	3
NARF	Q9UHQ1	Tbio	3
NARS1	O43776	Tbio	3
NARS2	Q96I59	Tbio	3
NASP	P49321	Tbio	3
NAT1	P18440	Tchem	2
NAT10	Q9H0A0	Tbio	3
NAT14	Q8WUY8	Tbio	3
NAT16	Q8N8M0	Tdark	4
NAT2	P11245	Tbio	3
NAT8	Q9UHE5	Tbio	3
NAT8B	Q9UHF3	Tbio	3
NAT8L	Q8N9F0	Tbio	3
NAT9	Q9BTE0	Tbio	3
NATD1	Q8N6N6	Tdark	4
NAV1	Q8NEY1	Tbio	3
NAV2	Q8IVL1	Tbio	3
NAV3	Q8IVL0	Tbio	3
NAXD	Q8IW45	Tdark	4
NAXE	Q8NCW5	Tbio	3
NBAS	A2RRP1	Tbio	3
NBDY	A0A0U1RRE5	Tbio	3
NBEA	Q8NFP9	Tbio	3
NBEAL1	Q6ZS30	Tdark	4
NBEAL2	Q6ZNJ1	Tbio	3
NBEAP1	P0C6P0	Tdark	4
NBL1	P41271	Tbio	3
NBN	O60934	Tbio	3
NBPF1	Q3BBV0	Tdark	4
NBPF10	Q6P3W6	Tdark	4
NBPF11	Q86T75	Tdark	4
NBPF12	Q5TAG4	Tdark	4
NBPF14	Q5TI25	Tdark	4
NBPF15	Q8N660	Tdark	4
NBPF19	A0A087WUL8	Tdark	4
NBPF20	P0DPF2	Tdark	4
NBPF26	B4DH59	Tdark	4
NBPF3	Q9H094	Tdark	4
NBPF4	Q96M43	Tdark	4
NBPF5P	Q86XG9	Tdark	4
NBPF6	Q5VWK0	Tdark	4
NBPF7	P0C2Y1	Tdark	4
NBPF8	Q3BBV2	Tdark	4
NBPF9	P0DPF3	Tdark	4
NBR1	Q14596	Tbio	3
NCALD	P61601	Tbio	3
NCAM1	P13591	Tbio	3
NCAM2	O15394	Tbio	3
NCAN	O14594	Tbio	3
NCAPD2	Q15021	Tbio	3
NCAPD3	P42695	Tbio	3
NCAPG	Q9BPX3	Tbio	3
NCAPG2	Q86XI2	Tbio	3
NCAPH	Q15003	Tbio	3
NCAPH2	Q6IBW4	Tbio	3
NCBP1	Q09161	Tbio	3
NCBP2	P52298	Tbio	3
NCBP2AS2	Q69YL0	Tdark	4
NCBP2L	A6PVI3	Tdark	4
NCBP3	Q53F19	Tbio	3
NCCRP1	Q6ZVX7	Tbio	3
NCDN	Q9UBB6	Tbio	3
NCEH1	Q6PIU2	Tchem	2
NCF1	P14598	Tbio	3
NCF1B	A6NI72	Tdark	4
NCF1C	A8MVU1	Tdark	4
NCF2	P19878	Tbio	3
NCF4	Q15080	Tbio	3
NCK1	P16333	Tbio	3
NCK2	O43639	Tbio	3
NCKAP1	Q9Y2A7	Tbio	3
NCKAP1L	P55160	Tbio	3
NCKAP5	O14513	Tbio	3
NCKAP5L	Q9HCH0	Tdark	4
NCKIPSD	Q9NZQ3	Tbio	3
NCL	P19338	Tbio	3
NCLN	Q969V3	Tbio	3
NCMAP	Q5T1S8	Tbio	3
NCOA1	Q15788	Tchem	2
NCOA2	Q15596	Tbio	3
NCOA3	Q9Y6Q9	Tbio	3
NCOA4	Q13772	Tbio	3
NCOA5	Q9HCD5	Tbio	3
NCOA6	Q14686	Tbio	3
NCOA7	Q8NI08	Tbio	3
NCOR1	O75376	Tchem	2
NCOR1P1	Q9H4R4	Tdark	4
NCOR2	Q9Y618	Tchem	2
NCR1	O76036	Tbio	3
NCR2	O95944	Tbio	3
NCR3	O14931	Tbio	3
NCR3LG1	Q68D85	Tbio	3
NCS1	P62166	Tbio	3
NCSTN	Q92542	Tbio	3
NDC1	Q9BTX1	Tbio	3
NDC80	O14777	Tbio	3
NDE1	Q9NXR1	Tbio	3
NDEL1	Q9GZM8	Tbio	3
NDFIP1	Q9BT67	Tbio	3
NDFIP2	Q9NV92	Tbio	3
NDN	Q99608	Tbio	3
NDNF	Q8TB73	Tbio	3
NDOR1	Q9UHB4	Tbio	3
NDP	Q00604	Tbio	3
NDRG1	Q92597	Tbio	3
NDRG2	Q9UN36	Tbio	3
NDRG3	Q9UGV2	Tbio	3
NDRG4	Q9ULP0	Tbio	3
NDST1	P52848	Tbio	3
NDST2	P52849	Tbio	3
NDST3	O95803	Tbio	3
NDST4	Q9H3R1	Tbio	3
NDUFA1	O15239	Tclin	1
NDUFA10	O95299	Tclin	1
NDUFA11	Q86Y39	Tclin	1
NDUFA12	Q9UI09	Tclin	1
NDUFA13	Q9P0J0	Tclin	1
NDUFA2	O43678	Tclin	1
NDUFA3	O95167	Tclin	1
NDUFA4	O00483	Tclin	1
NDUFA4L2	Q9NRX3	Tclin	1
NDUFA5	Q16718	Tclin	1
NDUFA6	P56556	Tclin	1
NDUFA7	O95182	Tclin	1
NDUFA8	P51970	Tclin	1
NDUFA9	Q16795	Tclin	1
NDUFAB1	O14561	Tclin	1
NDUFAF1	Q9Y375	Tclin	1
NDUFAF2	Q8N183	Tclin	1
NDUFAF3	Q9BU61	Tclin	1
NDUFAF4	Q9P032	Tclin	1
NDUFAF5	Q5TEU4	Tbio	3
NDUFAF6	Q330K2	Tbio	3
NDUFAF7	Q7L592	Tbio	3
NDUFAF8	A1L188	Tbio	3
NDUFB1	O75438	Tclin	1
NDUFB10	O96000	Tclin	1
NDUFB11	Q9NX14	Tclin	1
NDUFB2	O95178	Tclin	1
NDUFB3	O43676	Tclin	1
NDUFB4	O95168	Tclin	1
NDUFB5	O43674	Tclin	1
NDUFB6	O95139	Tclin	1
NDUFB7	P17568	Tclin	1
NDUFB8	O95169	Tclin	1
NDUFB9	Q9Y6M9	Tclin	1
NDUFC1	O43677	Tclin	1
NDUFC2	O95298	Tclin	1
NDUFC2-KCTD14	E9PQ53	Tdark	4
NDUFS1	P28331	Tclin	1
NDUFS2	O75306	Tclin	1
NDUFS3	O75489	Tclin	1
NDUFS4	O43181	Tclin	1
NDUFS5	O43920	Tclin	1
NDUFS6	O75380	Tclin	1
NDUFS7	O75251	Tclin	1
NDUFS8	O00217	Tclin	1
NDUFV1	P49821	Tclin	1
NDUFV2	P19404	Tclin	1
NDUFV3	P56181	Tclin	1
NEB	P20929	Tbio	3
NEBL	O76041	Tbio	3
NECAB1	Q8N987	Tdark	4
NECAB2	Q7Z6G3	Tbio	3
NECAB3	Q96P71	Tbio	3
NECAP1	Q8NC96	Tbio	3
NECAP2	Q9NVZ3	Tdark	4
NECTIN1	Q15223	Tbio	3
NECTIN2	Q92692	Tbio	3
NECTIN3	Q9NQS3	Tbio	3
NECTIN4	Q96NY8	Tclin	1
NEDD1	Q8NHV4	Tbio	3
NEDD4	P46934	Tchem	2
NEDD4L	Q96PU5	Tbio	3
NEDD8	Q15843	Tbio	3
NEDD9	Q14511	Tbio	3
NEFH	P12036	Tbio	3
NEFL	P07196	Tbio	3
NEFM	P07197	Tbio	3
NEGR1	Q7Z3B1	Tbio	3
NEIL1	Q96FI4	Tbio	3
NEIL2	Q969S2	Tbio	3
NEIL3	Q8TAT5	Tbio	3
NEK1	Q96PY6	Tchem	2
NEK10	Q6ZWH5	Tbio	3
NEK11	Q8NG66	Tchem	2
NEK2	P51955	Tchem	2
NEK3	P51956	Tchem	2
NEK4	P51957	Tchem	2
NEK5	Q6P3R8	Tchem	2
NEK6	Q9HC98	Tchem	2
NEK7	Q8TDX7	Tchem	2
NEK8	Q86SG6	Tbio	3
NEK9	Q8TD19	Tchem	2
NELFA	Q9H3P2	Tbio	3
NELFB	Q8WX92	Tbio	3
NELFCD	Q8IXH7	Tbio	3
NELFE	P18615	Tbio	3
NELL1	Q92832	Tbio	3
NELL2	Q99435	Tbio	3
NEMF	O60524	Tbio	3
NEMP1	O14524	Tdark	4
NEMP2	A6NFY4	Tdark	4
NENF	Q9UMX5	Tbio	3
NEO1	Q92859	Tbio	3
NEPRO	Q6NW34	Tbio	3
NES	P48681	Tbio	3
NET1	Q7Z628	Tbio	3
NETO1	Q8TDF5	Tbio	3
NETO2	Q8NC67	Tbio	3
NEU1	Q99519	Tbio	3
NEU2	Q9Y3R4	Tbio	3
NEU3	Q9UQ49	Tbio	3
NEU4	Q8WWR8	Tchem	2
NEURL1	O76050	Tbio	3
NEURL1B	A8MQ27	Tdark	4
NEURL2	Q9BR09	Tdark	4
NEURL3	Q96EH8	Tdark	4
NEURL4	Q96JN8	Tdark	4
NEUROD1	Q13562	Tbio	3
NEUROD2	Q15784	Tbio	3
NEUROD4	Q9HD90	Tbio	3
NEUROD6	Q96NK8	Tbio	3
NEUROG1	Q92886	Tbio	3
NEUROG2	Q9H2A3	Tbio	3
NEUROG3	Q9Y4Z2	Tbio	3
NEXMIF	Q5QGS0	Tbio	3
NEXN	Q0ZGT2	Tbio	3
NEXN-AS1	Q8NBZ9	Tdark	4
NF1	P21359	Tbio	3
NF2	P35240	Tbio	3
NFAM1	Q8NET5	Tbio	3
NFASC	O94856	Tbio	3
NFAT5	O94916	Tbio	3
NFATC1	O95644	Tbio	3
NFATC2	Q13469	Tbio	3
NFATC2IP	Q8NCF5	Tbio	3
NFATC3	Q12968	Tbio	3
NFATC4	Q14934	Tbio	3
NFE2	Q16621	Tbio	3
NFE2L1	Q14494	Tbio	3
NFE2L2	Q16236	Tchem	2
NFE2L3	Q9Y4A8	Tbio	3
NFE4	Q86UQ8	Tbio	3
NFIA	Q12857	Tbio	3
NFIB	O00712	Tbio	3
NFIC	P08651	Tbio	3
NFIL3	Q16649	Tbio	3
NFIX	Q14938	Tbio	3
NFKB1	P19838	Tchem	2
NFKB2	Q00653	Tchem	2
NFKBIA	P25963	Tchem	2
NFKBIB	Q15653	Tbio	3
NFKBID	Q8NI38	Tbio	3
NFKBIE	O00221	Tbio	3
NFKBIL1	Q9UBC1	Tbio	3
NFKBIZ	Q9BYH8	Tbio	3
NFRKB	Q6P4R8	Tbio	3
NFS1	Q9Y697	Tbio	3
NFU1	Q9UMS0	Tbio	3
NFX1	Q12986	Tbio	3
NFXL1	Q6ZNB6	Tdark	4
NFYA	P23511	Tbio	3
NFYB	P25208	Tbio	3
NFYC	Q13952	Tbio	3
NGB	Q9NPG2	Tbio	3
NGDN	Q8NEJ9	Tbio	3
NGEF	Q8N5V2	Tbio	3
NGF	P01138	Tchem	2
NGFR	P08138	Tclin	1
NGLY1	Q96IV0	Tbio	3
NGRN	Q9NPE2	Tbio	3
NHEJ1	Q9H9Q4	Tbio	3
NHLH1	Q02575	Tbio	3
NHLH2	Q02577	Tbio	3
NHLRC1	Q6VVB1	Tbio	3
NHLRC2	Q8NBF2	Tbio	3
NHLRC3	Q5JS37	Tdark	4
NHLRC4	P0CG21	Tdark	4
NHP2	Q9NX24	Tbio	3
NHS	Q6T4R5	Tbio	3
NHSL1	Q5SYE7	Tbio	3
NHSL2	Q5HYW2	Tdark	4
NIBAN1	Q9BZQ8	Tbio	3
NIBAN2	Q96TA1	Tdark	4
NIBAN3	Q86XR2	Tdark	4
NICN1	Q9BSH3	Tdark	4
NID1	P14543	Tbio	3
NID2	Q14112	Tbio	3
NIF3L1	Q9GZT8	Tbio	3
NIFK	Q9BYG3	Tbio	3
NIM1K	Q8IY84	Tchem	2
NIN	Q8N4C6	Tbio	3
NINJ1	Q92982	Tbio	3
NINJ2	Q9NZG7	Tbio	3
NINL	Q9Y2I6	Tbio	3
NIP7	Q9Y221	Tbio	3
NIPA1	Q7RTP0	Tbio	3
NIPA2	Q8N8Q9	Tbio	3
NIPAL1	Q6NVV3	Tdark	4
NIPAL2	Q9H841	Tdark	4
NIPAL3	Q6P499	Tdark	4
NIPAL4	Q0D2K0	Tbio	3
NIPBL	Q6KC79	Tbio	3
NIPSNAP1	Q9BPW8	Tbio	3
NIPSNAP2	O75323	Tbio	3
NIPSNAP3A	Q9UFN0	Tdark	4
NIPSNAP3B	Q9BS92	Tbio	3
NISCH	Q9Y2I1	Tclin	1
NIT1	Q86X76	Tbio	3
NIT2	Q9NQR4	Tbio	3
NKAIN1	Q4KMZ8	Tdark	4
NKAIN2	Q5VXU1	Tbio	3
NKAIN3	Q8N8D7	Tdark	4
NKAIN4	Q8IVV8	Tdark	4
NKAP	Q8N5F7	Tbio	3
NKAPD1	Q6ZUT1	Tdark	4
NKAPL	Q5M9Q1	Tbio	3
NKAPP1	Q8N9T2	Tdark	4
NKD1	Q969G9	Tbio	3
NKD2	Q969F2	Tbio	3
NKG7	Q16617	Tdark	4
NKIRAS1	Q9NYS0	Tbio	3
NKIRAS2	Q9NYR9	Tdark	4
NKPD1	Q17RQ9	Tdark	4
NKRF	O15226	Tbio	3
NKTR	P30414	Tbio	3
NKX1-1	Q15270	Tdark	4
NKX1-2	Q9UD57	Tdark	4
NKX2-1	P43699	Tbio	3
NKX2-2	O95096	Tbio	3
NKX2-3	Q8TAU0	Tbio	3
NKX2-4	Q9H2Z4	Tdark	4
NKX2-5	P52952	Tbio	3
NKX2-6	A6NCS4	Tbio	3
NKX2-8	O15522	Tbio	3
NKX3-1	Q99801	Tbio	3
NKX3-2	P78367	Tbio	3
NKX6-1	P78426	Tbio	3
NKX6-2	Q9C056	Tbio	3
NKX6-3	A6NJ46	Tbio	3
NLE1	Q9NVX2	Tbio	3
NLGN1	Q8N2Q7	Tbio	3
NLGN2	Q8NFZ4	Tbio	3
NLGN3	Q9NZ94	Tbio	3
NLGN4X	Q8N0W4	Tbio	3
NLGN4Y	Q8NFZ3	Tbio	3
NLK	Q9UBE8	Tchem	2
NLN	Q9BYT8	Tbio	3
NLRC3	Q7RTR2	Tbio	3
NLRC4	Q9NPP4	Tbio	3
NLRC5	Q86WI3	Tbio	3
NLRP1	Q9C000	Tbio	3
NLRP10	Q86W26	Tbio	3
NLRP11	P59045	Tbio	3
NLRP12	P59046	Tbio	3
NLRP13	Q86W25	Tdark	4
NLRP14	Q86W24	Tbio	3
NLRP2	Q9NX02	Tbio	3
NLRP2B	P0DMW2	Tbio	3
NLRP3	Q96P20	Tchem	2
NLRP4	Q96MN2	Tbio	3
NLRP5	P59047	Tbio	3
NLRP6	P59044	Tbio	3
NLRP7	Q8WX94	Tbio	3
NLRP8	Q86W28	Tdark	4
NLRP9	Q7RTR0	Tbio	3
NLRX1	Q86UT6	Tbio	3
NMB	P08949	Tbio	3
NMBR	P28336	Tchem	2
NMD3	Q96D46	Tbio	3
NME1	P15531	Tbio	3
NME2	P22392	Tbio	3
NME2P1	O60361	Tdark	4
NME3	Q13232	Tbio	3
NME4	O00746	Tbio	3
NME5	P56597	Tbio	3
NME6	O75414	Tbio	3
NME7	Q9Y5B8	Tbio	3
NME8	Q8N427	Tbio	3
NME9	Q86XW9	Tbio	3
NMES1	Q9C002	Tdark	4
NMI	Q13287	Tbio	3
NMNAT1	Q9HAN9	Tbio	3
NMNAT2	Q9BZQ4	Tbio	3
NMNAT3	Q96T66	Tbio	3
NMRAL1	Q9HBL8	Tbio	3
NMRK1	Q9NWW6	Tbio	3
NMRK2	Q9NPI5	Tbio	3
NMS	Q5H8A3	Tbio	3
NMT1	P30419	Tchem	2
NMT2	O60551	Tchem	2
NMU	P48645	Tbio	3
NMUR1	Q9HB89	Tchem	2
NMUR2	Q9GZQ4	Tchem	2
NNAT	Q16517	Tbio	3
NNMT	P40261	Tchem	2
NNT	Q13423	Tbio	3
NOA1	Q8NC60	Tbio	3
NOB1	Q9ULX3	Tbio	3
NOBOX	O60393	Tbio	3
NOC2L	Q9Y3T9	Tbio	3
NOC3L	Q8WTT2	Tbio	3
NOC4L	Q9BVI4	Tdark	4
NOCT	Q9UK39	Tbio	3
NOD1	Q9Y239	Tchem	2
NOD2	Q9HC29	Tclin	1
NODAL	Q96S42	Tbio	3
NOG	Q13253	Tbio	3
NOL10	Q9BSC4	Tdark	4
NOL11	Q9H8H0	Tbio	3
NOL12	Q9UGY1	Tbio	3
NOL3	O60936	Tbio	3
NOL4	O94818	Tbio	3
NOL4L	Q96MY1	Tdark	4
NOL6	Q9H6R4	Tbio	3
NOL7	Q9UMY1	Tbio	3
NOL8	Q76FK4	Tbio	3
NOL9	Q5SY16	Tdark	4
NOLC1	Q14978	Tbio	3
NOM1	Q5C9Z4	Tbio	3
NOMO1	Q15155	Tbio	3
NOMO2	Q5JPE7	Tdark	4
NOMO3	P69849	Tdark	4
NONO	Q15233	Tbio	3
NOP10	Q9NPE3	Tbio	3
NOP14	P78316	Tbio	3
NOP16	Q9Y3C1	Tdark	4
NOP2	P46087	Tbio	3
NOP53	Q9NZM5	Tbio	3
NOP56	O00567	Tbio	3
NOP58	Q9Y2X3	Tbio	3
NOP9	Q86U38	Tdark	4
NOPCHAP1	Q8N5I9	Tdark	4
NOS1	P29475	Tchem	2
NOS1AP	O75052	Tbio	3
NOS2	P35228	Tchem	2
NOS3	P29474	Tchem	2
NOSIP	Q9Y314	Tbio	3
NOSTRIN	Q8IVI9	Tbio	3
NOTCH1	P46531	Tchem	2
NOTCH2	Q04721	Tchem	2
NOTCH2NLA	Q7Z3S9	Tbio	3
NOTCH2NLB	P0DPK3	Tbio	3
NOTCH2NLC	P0DPK4	Tbio	3
NOTCH3	Q9UM47	Tchem	2
NOTCH4	Q99466	Tchem	2
NOTO	A8MTQ0	Tdark	4
NOTUM	Q6P988	Tchem	2
NOVA1	P51513	Tbio	3
NOVA2	Q9UNW9	Tbio	3
NOX1	Q9Y5S8	Tchem	2
NOX3	Q9HBY0	Tbio	3
NOX4	Q9NPH5	Tchem	2
NOX5	Q96PH1	Tchem	2
NOXA1	Q86UR1	Tbio	3
NOXO1	Q8NFA2	Tbio	3
NOXRED1	Q6NXP6	Tdark	4
NPAP1	Q9NZP6	Tbio	3
NPAS1	Q99742	Tbio	3
NPAS2	Q99743	Tbio	3
NPAS3	Q8IXF0	Tbio	3
NPAS4	Q8IUM7	Tbio	3
NPAT	Q14207	Tbio	3
NPB	Q8NG41	Tdark	4
NPBWR1	P48145	Tchem	2
NPBWR2	P48146	Tbio	3
NPC1	O15118	Tbio	3
NPC1L1	Q9UHC9	Tclin	1
NPC2	P61916	Tbio	3
NPDC1	Q9NQX5	Tbio	3
NPEPL1	Q8NDH3	Tdark	4
NPEPPS	P55786	Tchem	2
NPEPPSL1	A6NEC2	Tdark	4
NPFF	O15130	Tbio	3
NPFFR1	Q9GZQ6	Tchem	2
NPFFR2	Q9Y5X5	Tchem	2
NPHP1	O15259	Tbio	3
NPHP3	Q7Z494	Tbio	3
NPHP4	O75161	Tbio	3
NPHS1	O60500	Tbio	3
NPHS2	Q9NP85	Tbio	3
NPIPA1	Q9UND3	Tdark	4
NPIPA2	E9PIF3	Tdark	4
NPIPA3	F8WFD2	Tdark	4
NPIPA5	E9PKD4	Tdark	4
NPIPA7	E9PJI5	Tdark	4
NPIPA8	P0DM63	Tdark	4
NPIPB11	E5RHQ5	Tdark	4
NPIPB13	A6NJU9	Tdark	4
NPIPB15	A6NHN6	Tdark	4
NPIPB2	A6NJ64	Tdark	4
NPIPB3	Q92617	Tdark	4
NPIPB4	C9JG80	Tdark	4
NPIPB5	A8MRT5	Tdark	4
NPIPB6	E9PJ23	Tdark	4
NPIPB7	O75200	Tdark	4
NPIPB8	E9PQR5	Tdark	4
NPIPB9	F8W1W9	Tdark	4
NPL	Q9BXD5	Tbio	3
NPLOC4	Q8TAT6	Tbio	3
NPM1	P06748	Tbio	3
NPM2	Q86SE8	Tbio	3
NPM3	O75607	Tbio	3
NPNT	Q6UXI9	Tbio	3
NPPA	P01160	Tchem	2
NPPB	P16860	Tbio	3
NPPC	P23582	Tbio	3
NPR1	P16066	Tclin	1
NPR2	P20594	Tbio	3
NPR3	P17342	Tchem	2
NPRL2	Q8WTW4	Tbio	3
NPRL3	Q12980	Tbio	3
NPS	P0C0P6	Tbio	3
NPSR1	Q6W5P4	Tchem	2
NPTN	Q9Y639	Tbio	3
NPTX1	Q15818	Tbio	3
NPTX2	P47972	Tbio	3
NPTXR	O95502	Tbio	3
NPVF	Q9HCQ7	Tdark	4
NPW	Q8N729	Tbio	3
NPY	P01303	Tbio	3
NPY1R	P25929	Tchem	2
NPY2R	P49146	Tchem	2
NPY4R	P50391	Tchem	2
NPY5R	Q15761	Tchem	2
NPY6R	Q99463	Tdark	4
NQO1	P15559	Tchem	2
NQO2	P16083	Tchem	2
NR0B1	P51843	Tbio	3
NR0B2	Q15466	Tchem	2
NR1D1	P20393	Tchem	2
NR1D2	Q14995	Tchem	2
NR1H2	P55055	Tchem	2
NR1H3	Q13133	Tchem	2
NR1H4	Q96RI1	Tclin	1
NR1I2	O75469	Tchem	2
NR1I3	Q14994	Tchem	2
NR2C1	P13056	Tbio	3
NR2C2	P49116	Tchem	2
NR2C2AP	Q86WQ0	Tbio	3
NR2E1	Q9Y466	Tbio	3
NR2E3	Q9Y5X4	Tbio	3
NR2F1	P10589	Tbio	3
NR2F2	P24468	Tbio	3
NR2F6	P10588	Tbio	3
NR3C1	P04150	Tclin	1
NR3C2	P08235	Tclin	1
NR4A1	P22736	Tchem	2
NR4A2	P43354	Tchem	2
